Fuel_Type,Body_Type,Transmission,KM_Driven,Model_Year,Price,Engine,Brand,Model,Registration_Year,City
Petrol,Hatchback,Manual,7156,2022,9.26,1197.0,Maruti,Maruti Baleno,2022,hyderabad
Petrol,Sedan,Manual,20608,2018,8.5,1496.0,Toyota,Toyota Yaris,2018,hyderabad
Petrol,Sedan,Manual,92000,2019,7.25,1197.0,Maruti,Maruti Swift Dzire,2019,hyderabad
Petrol,Hatchback,Automatic,67553,2018,5.01,998.0,Maruti,Maruti Celerio,2018,hyderabad
Petrol,Sedan,Manual,95286,2017,5.77,1197.0,Maruti,Maruti Swift Dzire,2017,hyderabad
Diesel,SUV,Manual,66000,2015,8.95,2179.0,Mahindra,Mahindra XUV500,2015,hyderabad
Petrol,Hatchback,Manual,35929,2019,5.21,1197.0,Hyundai,Hyundai Grand i10,2019,hyderabad
Petrol,SUV,Manual,136035,2016,6.5,1497.0,Honda,Honda BR-V,2017,hyderabad
Diesel,MUV,Manual,93997,2013,6.7,1248.0,Maruti,Maruti Ertiga,2014,hyderabad
Petrol,Sedan,Manual,60000,2018,7.75,1598.0,Skoda,Skoda Rapid,2018,hyderabad
Diesel,SUV,Manual,52220,2019,9.8,1248.0,Maruti,Maruti Vitara Brezza,2019,hyderabad
Petrol,Sedan,Manual,61659,2019,8.3,1462.0,Maruti,Maruti Ciaz,2019,hyderabad
Petrol,Sedan,Manual,65000,2020,7.5,1197.0,Maruti,Maruti Swift Dzire,2020,hyderabad
Diesel,Hatchback,Manual,120000,2018,4.5,1198.0,Mahindra,Mahindra KUV 100 NXT,2018,hyderabad
Diesel,Hatchback,Manual,110000,2017,6.0,1248.0,Maruti,Maruti Swift,2017,hyderabad
Petrol,Hatchback,Manual,78969,2017,3.02,796.0,Maruti,Maruti Alto 800,2017,hyderabad
Petrol,Hatchback,Manual,38939,2021,7.36,1197.0,Hyundai,Hyundai Grand i10 Nios,2021,hyderabad
Petrol,Hatchback,Manual,88637,2019,4.8,1197.0,Maruti,Maruti Ignis,2020,hyderabad
Petrol,Hatchback,Manual,19070,2021,9.67,998.0,Hyundai,Hyundai i20,2021,hyderabad
Petrol,Hatchback,Manual,68556,2020,4.32,998.0,Maruti,Maruti S-Presso,2020,hyderabad
Petrol,Hatchback,Manual,44356,2019,6.0,1194.0,Ford,Ford Figo,2020,hyderabad
Petrol,Sedan,Manual,73143,2016,6.1,1197.0,Maruti,Maruti Swift Dzire,2017,hyderabad
Diesel,SUV,Automatic,146769,2012,12.5,1985.0,Volvo,Volvo XC60,2013,hyderabad
Petrol,Hatchback,Manual,67527,2018,3.37,1198.0,Datsun,Datsun GO,2018,hyderabad
Petrol,Hatchback,Automatic,79467,2019,5.27,1086.0,Hyundai,Hyundai Santro,2019,hyderabad
Diesel,Sedan,Automatic,103174,2014,17.5,1995.0,BMW,BMW 5 Series,2015,hyderabad
Petrol,Hatchback,Manual,103046,2017,5.49,1199.0,Volkswagen,Volkswagen Polo,2017,hyderabad
Petrol,Hatchback,Manual,85110,2017,2.7,1172.0,Fiat,Fiat Punto EVO,2017,hyderabad
Diesel,Sedan,Manual,114000,2011,2.85,1248.0,Tata,Tata Manza,2011,hyderabad
Diesel,SUV,Manual,70000,2017,9.75,1461.0,Renault,Renault Captur,2018,hyderabad
Diesel,Hatchback,Manual,72000,2018,7.25,1396.0,Hyundai,Hyundai i20,2018,hyderabad
Petrol,SUV,Manual,20000,2023,9.55,1197.0,Hyundai,Hyundai Venue,2023,hyderabad
Diesel,MUV,Automatic,32000,2022,18.5,1493.0,Kia,Kia Carens,2022,hyderabad
Petrol,SUV,Manual,20000,2023,10.1,1197.0,Hyundai,Hyundai Venue,2023,hyderabad
Petrol,SUV,Automatic,22500,2021,17.5,1497.0,Kia,Kia Seltos,2021,hyderabad
Petrol,Hatchback,Manual,54708,2016,6.21,1197.0,Hyundai,Hyundai i20,2016,hyderabad
Petrol,Hatchback,Manual,78031,2017,6.33,1197.0,Maruti,Maruti Baleno,2017,hyderabad
Diesel,Sedan,Automatic,32000,2022,69.0,1995.0,BMW,BMW 5 Series,2022,hyderabad
Petrol,Hatchback,Manual,24337,2019,5.15,1197.0,Hyundai,Hyundai Grand i10,2019,hyderabad
Petrol,Hatchback,Manual,82243,2019,6.79,1197.0,Maruti,Maruti Baleno,2021,hyderabad
Petrol,SUV,Manual,20000,2022,13.88,1497.0,Hyundai,Hyundai Creta,2022,hyderabad
Petrol,Hatchback,Automatic,104701,2017,6.09,1197.0,Maruti,Maruti Ignis,2017,hyderabad
Petrol,SUV,Manual,54000,2021,10.0,1462.0,Toyota,Toyota Urban cruiser,2021,hyderabad
Petrol,Hatchback,Manual,118937,2021,5.9,1197.0,Maruti,Maruti Swift,2022,hyderabad
Diesel,Hatchback,Manual,105133,2017,5.7,1248.0,Maruti,Maruti Swift,2017,hyderabad
Petrol,SUV,Automatic,10000,2023,26.5,1451.0,MG,MG Hector,2023,hyderabad
Petrol,Sedan,Automatic,36290,2018,6.79,1197.0,Maruti,Maruti Swift Dzire,2019,hyderabad
Petrol,SUV,Manual,10000,2023,18.0,1997.0,Mahindra,Mahindra Scorpio N,2023,hyderabad
Petrol,Hatchback,Manual,29084,2018,6.4,1197.0,Hyundai,Hyundai i20,2018,hyderabad
Petrol,Hatchback,Manual,66911,2020,4.75,998.0,Maruti,Maruti Celerio,2020,hyderabad
Petrol,Sedan,Automatic,110000,2011,4.3,1497.0,Honda,Honda City,2011,hyderabad
Petrol,SUV,Manual,7033,2022,17.0,1462.0,Maruti,Maruti Grand Vitara,2023,hyderabad
Petrol,SUV,Manual,40000,2021,19.5,1498.0,Volkswagen,Volkswagen Taigun,2021,hyderabad
Diesel,SUV,Manual,80000,2014,7.0,2179.0,Mahindra,Mahindra XUV500,2014,hyderabad
Petrol,Hatchback,Automatic,22000,2018,6.75,1197.0,Hyundai,Hyundai Grand i10,2018,hyderabad
Petrol,Hatchback,Manual,70200,2018,4.3,1198.0,Datsun,Datsun GO,2019,hyderabad
Petrol,Hatchback,Manual,60004,2019,4.2,999.0,Renault,Renault KWID,2019,hyderabad
Petrol,Hatchback,Manual,60000,2020,5.8,1197.0,Maruti,Maruti Wagon R,2020,hyderabad
Petrol,Hatchback,Manual,57078,2013,3.34,1086.0,Hyundai,Hyundai i10,2013,hyderabad
Petrol,Hatchback,Manual,63789,2014,4.02,1197.0,Maruti,Maruti Ritz,2014,hyderabad
Diesel,Hatchback,Manual,120000,2016,2.4,936.0,Chevrolet,Chevrolet Beat,2016,hyderabad
Diesel,Sedan,Automatic,118207,2018,7.34,1248.0,Maruti,Maruti Ciaz,2018,hyderabad
Petrol,Sedan,Manual,53000,2017,7.95,1497.0,Honda,Honda City,2018,hyderabad
Petrol,Hatchback,Manual,105224,2016,5.7,1197.0,Maruti,Maruti Baleno,2016,hyderabad
Petrol,Hatchback,Manual,20837,2021,5.51,1086.0,Hyundai,Hyundai Santro,2021,hyderabad
Petrol,Hatchback,Manual,100000,2010,2.8,1197.0,Hyundai,Hyundai i20,2010,hyderabad
Petrol,Hatchback,Manual,24021,2021,4.63,799.0,Datsun,Datsun RediGO,2021,hyderabad
Petrol,Sedan,Manual,61000,2016,6.25,1373.0,Maruti,Maruti Ciaz,2016,hyderabad
Diesel,Sedan,Automatic,120000,2013,8.0,1984.0,Volvo,Volvo S60,2013,hyderabad
Petrol,Sedan,Manual,64000,2008,2.0,1596.0,Ford,Ford Fiesta,2008,hyderabad
Petrol,Hatchback,Manual,120000,2011,1.7,796.0,Maruti,Maruti Alto,2011,hyderabad
Petrol,SUV,Manual,30000,2022,19.5,1498.0,Volkswagen,Volkswagen Taigun,2022,hyderabad
Petrol,Hatchback,Manual,49000,2018,3.25,796.0,Maruti,Maruti Alto 800,2018,hyderabad
Diesel,MUV,Manual,115000,2018,7.5,1497.0,Mahindra,Mahindra Marazzo,2018,hyderabad
Petrol,Hatchback,Manual,50000,2016,2.75,796.0,Maruti,Maruti Alto 800,2016,hyderabad
Petrol,Hatchback,Manual,18569,2021,4.47,999.0,Datsun,Datsun RediGO,2021,hyderabad
Diesel,Hatchback,Manual,98455,2018,5.78,1186.0,Hyundai,Hyundai Grand i10,2018,hyderabad
Diesel,Sedan,Automatic,85000,2015,6.0,1498.0,Skoda,Skoda Rapid,2016,hyderabad
Petrol,Sedan,Manual,97921,2016,5.24,1198.0,Volkswagen,Volkswagen Ameo,2016,hyderabad
Petrol,Hatchback,Manual,19205,2020,4.02,999.0,Datsun,Datsun RediGO,2020,hyderabad
Diesel,Hatchback,Manual,122000,2019,6.67,1248.0,Maruti,Maruti Swift,2019,hyderabad
Petrol,Hatchback,Manual,97644,2018,5.52,1197.0,Maruti,Maruti Ignis,2018,hyderabad
Petrol,Hatchback,Manual,82000,2010,2.65,1197.0,Hyundai,Hyundai i10,2010,hyderabad
Diesel,Hatchback,Manual,70607,2013,4.43,1248.0,Maruti,Maruti Swift,2013,hyderabad
Petrol,Sedan,Automatic,71144,2016,7.21,1591.0,Hyundai,Hyundai Verna,2017,hyderabad
Petrol,Sedan,Automatic,2373,2022,15.5,1497.0,Hyundai,Hyundai Verna,2023,hyderabad
Petrol,Hatchback,Automatic,56753,2021,10.92,998.0,Hyundai,Hyundai i20,2021,hyderabad
Diesel,SUV,Manual,72000,2018,8.9,1248.0,Maruti,Maruti Vitara Brezza,2018,hyderabad
Petrol,Hatchback,Manual,64487,2018,5.5,1197.0,Maruti,Maruti Baleno,2019,hyderabad
Petrol,Hatchback,Manual,95783,2017,6.09,1197.0,Maruti,Maruti Baleno,2017,hyderabad
Diesel,MUV,Automatic,60000,2019,14.5,2179.0,Tata,Tata Hexa,2019,hyderabad
Petrol,MUV,Manual,59108,2021,11.0,1462.0,Maruti,Maruti XL6,2021,hyderabad
Diesel,Sedan,Automatic,50000,2019,38.0,1950.0,Mercedes-Benz,Mercedes-Benz C-Class,2019,hyderabad
Petrol,SUV,Manual,31500,2020,11.99,1330.0,Nissan,Nissan Kicks,2020,hyderabad
Diesel,SUV,Manual,128193,2015,8.45,2179.0,Mahindra,Mahindra XUV500,2015,hyderabad
Diesel,Sedan,Manual,87810,2018,10.13,1582.0,Hyundai,Hyundai Verna,2018,hyderabad
Petrol,SUV,Manual,64951,2017,10.08,1591.0,Hyundai,Hyundai Creta,2017,hyderabad
Petrol,Hatchback,Manual,50000,2012,2.6,1086.0,Hyundai,Hyundai Santro Xing,2012,hyderabad
Diesel,SUV,Manual,97161,2017,11.24,1582.0,Hyundai,Hyundai Creta,2018,hyderabad
Petrol,Sedan,Manual,67805,2017,6.09,1198.0,Volkswagen,Volkswagen Ameo,2017,hyderabad
Diesel,SUV,Automatic,158000,2014,14.5,1968.0,Audi,Audi Q3,2014,hyderabad
Petrol,Hatchback,Manual,70435,2014,2.72,998.0,Maruti,Maruti Alto K10,2014,hyderabad
Diesel,SUV,Manual,49287,2020,15.0,1956.0,MG,MG Hector,2021,hyderabad
Petrol,Hatchback,Automatic,84759,2018,5.22,1086.0,Hyundai,Hyundai Santro,2019,hyderabad
Petrol,Hatchback,Manual,74538,2017,6.23,1197.0,Maruti,Maruti Baleno,2017,hyderabad
Diesel,SUV,Manual,53000,2010,5.85,2179.0,Mahindra,Mahindra Scorpio,2010,hyderabad
Petrol,Hatchback,Manual,79024,2017,2.98,796.0,Maruti,Maruti Alto 800,2017,hyderabad
Diesel,Hatchback,Manual,80000,2016,4.0,793.0,Maruti,Maruti Celerio,2016,hyderabad
Diesel,Sedan,Automatic,56000,2019,49.8,1950.0,Mercedes-Benz,Mercedes-Benz E-Class,2019,hyderabad
Diesel,SUV,Manual,62125,2018,10.8,1582.0,Hyundai,Hyundai Creta,2018,hyderabad
Diesel,Hatchback,Manual,95596,2014,5.2,1364.0,Toyota,Toyota Etios Cross,2015,hyderabad
Petrol,Hatchback,Manual,18500,2019,6.8,1197.0,Hyundai,Hyundai Grand i10,2019,hyderabad
Diesel,Hatchback,Manual,144000,2016,5.0,1248.0,Maruti,Maruti Swift,2016,hyderabad
Petrol,Sedan,Manual,55200,2021,11.99,1498.0,Honda,Honda City,2021,hyderabad
Diesel,Hatchback,Manual,188058,2016,4.98,1396.0,Hyundai,Hyundai i20,2017,hyderabad
Petrol,Hatchback,Manual,71779,2016,6.33,1197.0,Hyundai,Hyundai i20,2017,hyderabad
Petrol,Sedan,Manual,101176,2015,5.62,1497.0,Honda,Honda City,2015,hyderabad
Diesel,Hatchback,Manual,75000,2016,4.75,793.0,Maruti,Maruti Celerio,2016,hyderabad
Petrol,Hatchback,Manual,66676,2017,6.01,1199.0,Honda,Honda Jazz,2017,hyderabad
Petrol,Hatchback,Manual,2236,2018,3.52,796.0,Maruti,Maruti Alto 800,2018,hyderabad
Diesel,SUV,Automatic,62000,2019,23.95,2157.0,Mahindra,Mahindra Alturas G4,2019,hyderabad
Petrol,Hatchback,Manual,74754,2012,3.0,1086.0,Hyundai,Hyundai i10,2012,hyderabad
Petrol,Hatchback,Manual,66244,2018,7.2,1197.0,Maruti,Maruti Baleno,2018,hyderabad
Petrol,Hatchback,Manual,17341,2022,5.41,999.0,Renault,Renault KWID,2022,hyderabad
Petrol,Hatchback,Manual,44675,2018,5.14,1197.0,Hyundai,Hyundai Grand i10,2018,hyderabad
Diesel,SUV,Manual,70000,2001,3.95,2112.0,Mahindra,Mahindra Jeep,2001,hyderabad
Petrol,Hatchback,Manual,30829,2022,7.8,1197.0,Maruti,Maruti Baleno,2022,hyderabad
Petrol,Sedan,Manual,100000,2015,4.0,1193.0,Tata,Tata Zest,2015,hyderabad
Diesel,Sedan,Manual,53800,2019,9.95,1498.0,Maruti,Maruti Ciaz,2019,hyderabad
Diesel,SUV,Manual,122000,2017,9.4,1396.0,Hyundai,Hyundai Creta,2017,hyderabad
Diesel,SUV,Manual,107220,2017,14.9,2179.0,Mahindra,Mahindra XUV500,2018,hyderabad
Diesel,Sedan,Manual,129000,2015,5.8,1498.0,Honda,Honda City,2015,hyderabad
Diesel,SUV,Automatic,60000,2017,66.95,2987.0,Mercedes-Benz,Mercedes-Benz GLS,2018,hyderabad
Petrol,Hatchback,Manual,83829,2018,3.75,999.0,Datsun,Datsun RediGO,2019,hyderabad
Diesel,SUV,Automatic,70000,2017,30.0,1968.0,Audi,Audi Q5,2017,hyderabad
Petrol,Hatchback,Manual,52996,2013,3.14,1198.0,Honda,Honda Brio,2013,hyderabad
Petrol,Hatchback,Automatic,16105,2021,5.56,999.0,Renault,Renault KWID,2021,hyderabad
Diesel,Sedan,Manual,151901,2016,28.5,2148.0,Mercedes-Benz,Mercedes-Benz C-Class,2017,hyderabad
Petrol,Hatchback,Manual,15680,2021,7.87,1197.0,Maruti,Maruti Baleno,2021,hyderabad
Petrol,Hatchback,Automatic,55065,2019,5.95,1197.0,Maruti,Maruti Swift,2019,hyderabad
Diesel,Hatchback,Manual,120000,2016,4.0,1364.0,Toyota,Toyota Etios Liva,2016,hyderabad
Petrol,Hatchback,Automatic,15518,2021,7.71,1199.0,Tata,Tata Tiago,2021,hyderabad
Diesel,Sedan,Automatic,39907,2018,7.9,1498.0,Honda,Honda Amaze,2018,hyderabad
Petrol,Hatchback,Manual,45560,2017,6.55,1197.0,Hyundai,Hyundai i20,2017,hyderabad
Petrol,Hatchback,Manual,42096,2012,3.36,1197.0,Hyundai,Hyundai i10,2012,hyderabad
Diesel,Sedan,Automatic,70500,2015,17.75,2143.0,Mercedes-Benz,Mercedes-Benz CLA,2016,hyderabad
Petrol,Sedan,Manual,63886,2018,8.32,1497.0,Honda,Honda City,2018,hyderabad
Diesel,MUV,Manual,95600,2017,10.25,2179.0,Tata,Tata Hexa,2017,hyderabad
Diesel,Sedan,Automatic,101000,2013,19.95,2143.0,Mercedes-Benz,Mercedes-Benz E-Class,2013,hyderabad
Diesel,Sedan,Automatic,61000,2015,26.5,2143.0,Mercedes-Benz,Mercedes-Benz E-Class,2015,hyderabad
Diesel,SUV,Automatic,95000,2016,24.5,1995.0,BMW,BMW X1,2017,hyderabad
Diesel,SUV,Automatic,97000,2017,25.5,1968.0,Audi,Audi Q3,2017,hyderabad
Diesel,Hatchback,Manual,61000,2016,5.95,1248.0,Maruti,Maruti Swift,2016,hyderabad
Petrol,Hatchback,Automatic,18000,2017,6.25,1197.0,Hyundai,Hyundai Grand i10,2017,hyderabad
Petrol,Hatchback,Automatic,63000,2016,5.99,1197.0,Hyundai,Hyundai Grand i10,2016,hyderabad
Petrol,Hatchback,Manual,52617,2018,6.15,1197.0,Maruti,Maruti Baleno,2018,hyderabad
Petrol,Hatchback,Manual,51865,2019,5.14,998.0,Maruti,Maruti Celerio,2019,hyderabad
Diesel,SUV,Manual,93000,2017,23.75,1968.0,Audi,Audi Q3,2017,hyderabad
Petrol,Hatchback,Manual,110410,2015,4.58,1197.0,Maruti,Maruti Swift,2015,hyderabad
Petrol,Sedan,Automatic,55846,2017,7.0,1373.0,Maruti,Maruti Ciaz,2017,hyderabad
Petrol,Hatchback,Manual,47000,2020,5.15,999.0,Renault,Renault KWID,2020,hyderabad
Petrol,SUV,Manual,39914,2018,8.22,1497.0,Ford,Ford Ecosport,2019,hyderabad
Petrol,Hatchback,Manual,73000,2010,2.65,1086.0,Hyundai,Hyundai Santro Xing,2010,hyderabad
Petrol,Hatchback,Manual,88048,2016,5.79,1197.0,Hyundai,Hyundai i20,2017,hyderabad
Petrol,Hatchback,Manual,92278,2013,3.18,1197.0,Hyundai,Hyundai i10,2013,hyderabad
Diesel,SUV,Manual,260000,2003,4.35,2446.0,Toyota,Toyota Qualis,2003,hyderabad
Petrol,Sedan,Manual,92960,2016,6.43,1497.0,Honda,Honda City,2017,hyderabad
Petrol,Hatchback,Manual,63000,2020,7.5,1199.0,Tata,Tata Altroz,2020,hyderabad
Petrol,SUV,Automatic,20000,2021,8.25,999.0,Renault,Renault Kiger,2021,hyderabad
Petrol,SUV,Automatic,7000,2022,26.75,1368.0,Jeep,Jeep Compass,2022,hyderabad
Petrol,Hatchback,Automatic,4600,2022,6.1,998.0,Maruti,Maruti S-Presso,2022,hyderabad
Petrol,Sedan,Manual,22800,2021,10.9,1497.0,Honda,Honda City,2021,hyderabad
Diesel,Sedan,Manual,150000,2006,1.0,1399.0,Ford,Ford Fiesta,2006,hyderabad
Petrol,Sedan,Manual,10000,2020,6.25,1197.0,Maruti,Maruti Swift Dzire Tour,2020,hyderabad
Petrol,Hatchback,Manual,70000,2010,1.85,1196.0,Ford,Ford Figo,2010,hyderabad
Petrol,Hatchback,Manual,44790,2020,3.57,796.0,Maruti,Maruti Alto 800,2020,hyderabad
Petrol,Hatchback,Manual,14213,2022,5.47,998.0,Maruti,Maruti S-Presso,2023,hyderabad
Diesel,SUV,Manual,102000,2018,8.0,1248.0,Maruti,Maruti Vitara Brezza,2018,hyderabad
Petrol,Hatchback,Manual,40724,2012,3.11,1197.0,Hyundai,Hyundai i10,2012,hyderabad
Petrol,Hatchback,Manual,55724,2017,5.7,1197.0,Maruti,Maruti Baleno,2017,hyderabad
Petrol,Sedan,Manual,100000,2010,3.0,1298.0,Maruti,Maruti Swift Dzire,2010,hyderabad
Petrol,Hatchback,Manual,85396,2017,3.32,796.0,Maruti,Maruti Alto 800,2017,hyderabad
Petrol,Hatchback,Manual,50000,2016,5.1,1197.0,Maruti,Maruti Baleno,2016,hyderabad
Petrol,Hatchback,Manual,27136,2016,3.25,796.0,Maruti,Maruti Alto 800,2016,hyderabad
Petrol,Hatchback,Manual,44591,2019,6.44,1194.0,Ford,Ford Freestyle,2019,hyderabad
Petrol,Coupe,Automatic,6000,2021,82.0,2996.0,Mercedes-Benz,Mercedes-Benz C-Class,2021,hyderabad
Petrol,Hatchback,Manual,20034,2018,5.28,1197.0,Maruti,Maruti Ignis,2018,hyderabad
Petrol,MUV,Manual,47529,2022,11.5,1497.0,Kia,Kia Carens,2022,hyderabad
Petrol,Hatchback,Automatic,46739,2017,7.4,1197.0,Maruti,Maruti Baleno,2017,hyderabad
Diesel,Sedan,Manual,150000,2012,4.1,1582.0,Hyundai,Hyundai Verna,2012,hyderabad
Petrol,Hatchback,Automatic,62000,2019,5.99,998.0,Maruti,Maruti Celerio X,2019,hyderabad
Petrol,MUV,Manual,45000,2021,11.25,1462.0,Maruti,Maruti XL6,2021,hyderabad
Petrol,Sedan,Automatic,36000,2020,12.99,1498.0,Honda,Honda City,2020,hyderabad
Petrol,Sedan,Manual,40000,2019,10.5,1497.0,Honda,Honda City,2019,hyderabad
Petrol,Hatchback,Manual,15850,2020,4.16,999.0,Datsun,Datsun RediGO,2020,hyderabad
Petrol,Sedan,Automatic,62535,2017,6.42,1197.0,Maruti,Maruti Swift Dzire,2017,hyderabad
Diesel,SUV,Manual,94600,2018,8.49,1248.0,Maruti,Maruti Vitara Brezza,2018,hyderabad
Petrol,Sedan,Manual,80375,2013,4.34,1197.0,Maruti,Maruti Swift Dzire,2013,hyderabad
Petrol,Hatchback,Manual,97935,2012,2.76,1198.0,Honda,Honda Brio,2012,hyderabad
Petrol,Hatchback,Manual,38300,2019,7.1,1197.0,Hyundai,Hyundai i20,2020,hyderabad
Petrol,Hatchback,Manual,81917,2017,5.8,1197.0,Maruti,Maruti Baleno,2017,hyderabad
Petrol,Hatchback,Manual,69000,2016,5.75,1197.0,Maruti,Maruti Baleno,2016,hyderabad
Petrol,Hatchback,Manual,43566,2016,4.98,1197.0,Hyundai,Hyundai Grand i10,2016,hyderabad
Petrol,Hatchback,Manual,94201,2015,5.33,1197.0,Hyundai,Hyundai i20,2015,hyderabad
Petrol,Hatchback,Automatic,50000,2017,6.99,1197.0,Maruti,Maruti Baleno,2017,hyderabad
Petrol,Hatchback,Manual,40689,2019,5.2,1199.0,Tata,Tata Tiago,2019,hyderabad
Petrol,Sedan,Manual,35849,2018,7.2,1199.0,Honda,Honda Amaze,2018,hyderabad
Diesel,SUV,Manual,15833,2021,18.0,1956.0,MG,MG Hector,2021,hyderabad
Diesel,Sedan,Manual,90000,2011,3.8,1968.0,Skoda,Skoda Laura,2011,hyderabad
Petrol,Hatchback,Manual,62000,2019,7.49,1197.0,Hyundai,Hyundai i20,2019,hyderabad
Petrol,Hatchback,Manual,40000,2017,3.3,998.0,Maruti,Maruti Alto K10,2017,hyderabad
Diesel,SUV,Automatic,20000,2021,21.95,1956.0,Tata,Tata New Safari,2021,hyderabad
Petrol,Hatchback,Manual,10000,2022,7.0,1199.0,Tata,Tata Tiago NRG,2022,hyderabad
Petrol,Hatchback,Manual,69552,2016,6.45,1197.0,Hyundai,Hyundai i20,2016,hyderabad
Petrol,Hatchback,Automatic,97610,2018,3.91,999.0,Renault,Renault KWID,2018,hyderabad
Petrol,Sedan,Automatic,74914,2012,5.09,1497.0,Honda,Honda City,2012,hyderabad
Diesel,SUV,Automatic,41000,2022,22.75,1956.0,Tata,Tata Harrier,2022,hyderabad
Petrol,Hatchback,Manual,101887,2015,5.16,1197.0,Hyundai,Hyundai i20,2015,hyderabad
Petrol,Hatchback,Manual,42217,2012,3.12,998.0,Maruti,Maruti Wagon R,2012,hyderabad
Petrol,SUV,Automatic,63000,2019,19.75,1368.0,Jeep,Jeep Compass,2019,hyderabad
Petrol,Hatchback,Automatic,80315,2016,4.34,998.0,Maruti,Maruti Celerio,2017,hyderabad
Petrol,Hatchback,Manual,55000,2013,3.75,998.0,Maruti,Maruti Wagon R,2013,hyderabad
Petrol,Hatchback,Manual,64447,2019,4.32,1198.0,Datsun,Datsun GO,2019,hyderabad
Petrol,Hatchback,Automatic,76947,2019,6.88,1197.0,Hyundai,Hyundai Grand i10 Nios,2019,hyderabad
Petrol,Hatchback,Manual,23110,2018,3.5,799.0,Datsun,Datsun RediGO,2018,hyderabad
Petrol,Hatchback,Manual,40235,2018,4.96,1197.0,Hyundai,Hyundai Grand i10,2019,hyderabad
Petrol,Hatchback,Manual,48992,2017,6.3,1197.0,Maruti,Maruti Swift,2017,hyderabad
Petrol,Hatchback,Automatic,21000,2019,6.85,1197.0,Hyundai,Hyundai Grand i10,2019,hyderabad
Diesel,SUV,Automatic,30465,2021,32.0,1997.0,Citroen,Citroen C5 Aircross,2021,hyderabad
Cng,Hatchback,Manual,50000,2022,6.3,998.0,Maruti,Maruti Celerio,2022,hyderabad
Petrol,MUV,Manual,90000,2015,5.5,1497.0,Honda,Honda Mobilio,2015,hyderabad
Diesel,MUV,Manual,136083,2014,5.2,1498.0,Honda,Honda Mobilio,2014,hyderabad
Petrol,Sedan,Manual,90000,2007,2.5,1497.0,Honda,Honda City,2007,hyderabad
Diesel,SUV,Manual,100000,2019,10.0,1248.0,Maruti,Maruti Vitara Brezza,2019,hyderabad
Petrol,Hatchback,Manual,39817,2018,4.96,1197.0,Maruti,Maruti Ignis,2018,hyderabad
Diesel,Sedan,Manual,54063,2017,7.88,1248.0,Maruti,Maruti Ciaz,2018,hyderabad
Petrol,Hatchback,Manual,37000,2021,9.95,998.0,Hyundai,Hyundai i20 N Line,2021,hyderabad
Petrol,Hatchback,Manual,67372,2013,4.16,1197.0,Hyundai,Hyundai Grand i10,2014,hyderabad
Petrol,Hatchback,Manual,76685,2019,3.44,796.0,Maruti,Maruti Alto 800,2019,hyderabad
Diesel,Hatchback,Manual,115595,2014,4.5,1248.0,Maruti,Maruti Swift,2014,hyderabad
Petrol,Hatchback,Manual,89956,2019,5.23,999.0,Volkswagen,Volkswagen Polo,2019,hyderabad
Diesel,Sedan,Manual,120000,2011,3.4,1248.0,Maruti,Maruti Swift Dzire,2011,hyderabad
Petrol,Hatchback,Manual,87189,2019,5.2,1197.0,Hyundai,Hyundai Grand i10,2019,hyderabad
Petrol,Hatchback,Manual,42662,2019,6.28,1197.0,Maruti,Maruti Swift,2019,hyderabad
Diesel,Hatchback,Manual,69000,2014,5.25,1248.0,Maruti,Maruti Swift,2014,hyderabad
Petrol,Hatchback,Automatic,63002,2019,5.14,1086.0,Hyundai,Hyundai Santro,2019,hyderabad
Diesel,Sedan,Automatic,120000,2018,17.0,1968.0,Volkswagen,Volkswagen Passat,2018,hyderabad
Petrol,Sedan,Manual,108000,2008,2.9,1599.0,Hyundai,Hyundai Verna,2008,hyderabad
Diesel,MUV,Manual,110000,2020,9.5,1497.0,Mahindra,Mahindra Marazzo,2020,hyderabad
Petrol,Sedan,Manual,40022,2018,9.0,1591.0,Hyundai,Hyundai Verna,2018,hyderabad
Diesel,Hatchback,Manual,81000,2019,7.5,1248.0,Maruti,Maruti Baleno,2019,hyderabad
Diesel,Sedan,Manual,70000,2011,3.0,1248.0,Tata,Tata Manza,2011,hyderabad
Diesel,SUV,Manual,46000,2019,9.8,1493.0,Mahindra,Mahindra TUV 300,2019,hyderabad
Petrol,Hatchback,Automatic,45911,2018,6.75,1197.0,Maruti,Maruti Swift,2018,hyderabad
Petrol,Sedan,Manual,87335,2016,6.16,1497.0,Honda,Honda City,2016,hyderabad
Petrol,SUV,Manual,15600,2004,5.5,1298.0,Maruti,Maruti Gypsy,2004,hyderabad
Petrol,SUV,Manual,41108,2018,8.14,1497.0,Ford,Ford Ecosport,2018,hyderabad
Petrol,Hatchback,Manual,35545,2019,7.5,1197.0,Maruti,Maruti Baleno,2019,hyderabad
Diesel,Sedan,Manual,120000,2017,4.5,1120.0,Hyundai,Hyundai Xcent,2017,hyderabad
Petrol,Hatchback,Manual,54631,2016,4.98,1197.0,Hyundai,Hyundai Grand i10,2016,hyderabad
Diesel,Sedan,Manual,107000,2015,6.5,1248.0,Maruti,Maruti Ciaz,2015,hyderabad
Petrol,Hatchback,Manual,38471,2019,5.27,1197.0,Hyundai,Hyundai Grand i10,2020,hyderabad
Petrol,Hatchback,Manual,72393,2015,3.29,998.0,Maruti,Maruti Wagon R,2015,hyderabad
